	IGHJ1	IGHJ2	IGHJ3	IGHJ4	IGHJ5	IGHJ6
IGHV1-18	6	5	41	197	103	176
IGHV1-2	3	2	45	147	71	151
IGHV1-24	4	0	10	33	11	19
IGHV1-3	2	2	9	77	27	41
IGHV1-45	0	0	0	0	0	0
IGHV1-46	5	1	15	88	30	72
IGHV1-58	0	0	9	25	5	23
IGHV1-69	9	11	95	328	148	358
IGHV1-69-2	0	0	0	2	0	1
IGHV1-8	0	0	7	57	39	61
IGHV2-26	1	0	2	18	9	7
IGHV2-5	2	0	9	66	27	12
IGHV2-70	0	0	6	21	4	26
IGHV3-11	4	5	16	84	29	63
IGHV3-13	0	2	3	8	4	12
IGHV3-15	1	2	15	88	12	33
IGHV3-20	0	0	0	0	0	0
IGHV3-21	6	3	38	148	40	121
IGHV3-23	21	16	98	615	139	240
IGHV3-30	6	2	27	259	43	197
IGHV3-30-3	3	5	20	180	37	121
IGHV3-33	1	5	24	150	22	115
IGHV3-43	0	0	1	8	0	11
IGHV3-47	0	0	0	0	0	0
IGHV3-48	2	3	30	135	27	101
IGHV3-49	0	0	3	17	4	21
IGHV3-52	0	0	0	0	0	0
IGHV3-53	2	2	10	78	22	47
IGHV3-64	1	1	2	34	8	12
IGHV3-66	0	0	1	5	3	7
IGHV3-7	5	5	12	133	33	68
IGHV3-71	0	0	0	0	0	0
IGHV3-72	1	2	3	15	3	7
IGHV3-73	0	2	3	17	6	15
IGHV3-74	0	2	8	61	17	57
IGHV3-9	0	1	12	72	11	47
IGHV4-28	0	0	1	1	2	0
IGHV4-30-2	1	5	10	44	38	22
IGHV4-30-4	1	5	20	81	47	55
IGHV4-31	4	3	19	125	66	74
IGHV4-34	6	2	24	155	87	149
IGHV4-38-2	0	0	4	38	21	31
IGHV4-39	5	4	22	141	75	57
IGHV4-4	1	3	13	117	50	81
IGHV4-55	0	0	0	0	0	0
IGHV4-59	5	4	37	148	93	118
IGHV4-61	2	3	9	84	46	57
IGHV5-10-1	1	2	17	51	25	81
IGHV5-51	6	2	40	98	52	135
IGHV6-1	0	2	3	37	13	35
IGHV7-4-1	0	0	0	0	0	4
