	IGHJ1	IGHJ2	IGHJ3	IGHJ4	IGHJ5	IGHJ6
IGHV1-18	268	30	298	2004	1072	1787
IGHV1-2	121	39	553	2194	722	1210
IGHV1-24	35	11	180	2803	895	465
IGHV1-3	6	4	39	255	102	136
IGHV1-45	0	0	7	3	0	0
IGHV1-46	16	9	56	473	110	203
IGHV1-58	0	7	31	132	37	118
IGHV1-69	48	37	618	1899	787	2048
IGHV1-69-2	0	0	0	0	0	0
IGHV1-8	16	5	66	305	182	638
IGHV2-26	0	0	4	1	2	2
IGHV2-5	65	0	45	152	94	49
IGHV2-70	0	2	6	18	3	28
IGHV3-11	34	89	331	1453	329	1076
IGHV3-13	1	14	31	108	28	222
IGHV3-15	83	28	209	1280	203	1204
IGHV3-20	2	0	119	62	35	101
IGHV3-21	57	77	1002	2619	418	2213
IGHV3-23	255	122	1834	4428	809	2869
IGHV3-30	166	57	1216	4672	978	4086
IGHV3-30-3	5	1	53	169	59	92
IGHV3-33	41	39	452	1614	227	1017
IGHV3-43	2	0	8	93	8	80
IGHV3-47	0	0	0	0	0	0
IGHV3-48	94	34	478	2046	708	1607
IGHV3-49	14	3	104	558	102	652
IGHV3-52	0	0	0	5	0	1
IGHV3-53	23	67	377	465	129	554
IGHV3-64	0	1	17	68	11	64
IGHV3-66	2	1	12	52	4	26
IGHV3-7	34	39	374	1970	472	1867
IGHV3-71	0	0	0	4	1	1
IGHV3-72	3	39	24	62	34	63
IGHV3-73	22	6	80	335	49	224
IGHV3-74	19	28	221	723	157	499
IGHV3-9	75	47	220	660	92	938
IGHV4-28	0	1	0	0	0	0
IGHV4-30-2	5	12	173	226	109	61
IGHV4-30-4	2	1	3	24	18	5
IGHV4-31	13	30	151	327	196	269
IGHV4-34	31	255	216	1379	827	1305
IGHV4-38-2	7	5	80	365	154	172
IGHV4-39	20	22	126	996	546	405
IGHV4-4	28	17	98	604	260	473
IGHV4-55	0	0	0	0	0	0
IGHV4-59	24	82	316	1524	962	1545
IGHV4-61	18	4	61	454	195	562
IGHV5-10-1	1	2	28	95	57	133
IGHV5-51	32	17	362	969	282	868
IGHV6-1	1	5	79	237	150	239
IGHV7-4-1	12	1	41	289	78	166
