	IGHJ1	IGHJ2	IGHJ3	IGHJ4	IGHJ5	IGHJ6
IGHV1-18	128	21	529	2651	771	1312
IGHV1-2	121	87	420	2452	754	1235
IGHV1-24	19	10	159	584	95	213
IGHV1-3	12	1	43	296	80	116
IGHV1-45	0	0	3	0	0	0
IGHV1-46	23	12	121	759	176	285
IGHV1-58	3	0	411	138	22	183
IGHV1-69	76	20	348	1519	567	1140
IGHV1-69-2	0	0	0	0	0	0
IGHV1-8	73	95	187	1100	290	974
IGHV2-26	0	0	1	4	0	0
IGHV2-5	18	10	124	667	239	47
IGHV2-70	0	0	3	36	24	14
IGHV3-11	96	42	385	1983	324	808
IGHV3-13	7	131	297	237	45	191
IGHV3-15	47	90	269	1481	202	971
IGHV3-20	20	9	91	631	47	169
IGHV3-21	80	46	555	2476	494	1227
IGHV3-23	184	80	852	4033	595	1089
IGHV3-30	218	55	662	4716	596	2420
IGHV3-30-3	101	51	546	3013	410	1450
IGHV3-33	25	4	263	796	80	359
IGHV3-43	23	0	22	286	15	196
IGHV3-47	0	0	0	0	0	0
IGHV3-48	66	88	385	1923	259	918
IGHV3-49	9	1	136	498	165	155
IGHV3-52	0	0	0	3	1	0
IGHV3-53	29	40	284	1146	113	668
IGHV3-64	0	1	6	21	0	3
IGHV3-66	1	0	10	40	7	32
IGHV3-7	89	111	673	2981	477	1369
IGHV3-71	0	0	2	0	1	1
IGHV3-72	5	1	13	94	16	21
IGHV3-73	2	6	34	218	36	149
IGHV3-74	22	21	152	988	186	357
IGHV3-9	94	45	667	1634	382	1040
IGHV4-28	0	1	12	2	0	0
IGHV4-30-2	2	5	64	242	88	46
IGHV4-30-4	23	17	160	1033	423	219
IGHV4-31	10	25	67	299	210	129
IGHV4-34	60	108	206	2008	571	769
IGHV4-38-2	45	24	100	619	271	154
IGHV4-39	133	148	360	2262	948	615
IGHV4-4	14	15	120	791	328	346
IGHV4-55	0	0	0	0	0	0
IGHV4-59	80	37	318	1113	545	479
IGHV4-61	18	9	121	588	212	234
IGHV5-10-1	2	0	2	9	0	2
IGHV5-51	30	38	685	1090	341	463
IGHV6-1	12	35	219	589	179	250
IGHV7-4-1	17	4	78	401	153	248
