	IGHJ1	IGHJ2	IGHJ3	IGHJ4	IGHJ5	IGHJ6
IGHV1-18	160	29	858	3610	749	1495
IGHV1-2	103	45	860	1911	571	834
IGHV1-24	30	3	135	592	106	111
IGHV1-3	0	0	1	1	0	0
IGHV1-45	0	0	1	0	0	0
IGHV1-46	23	5	233	508	193	190
IGHV1-58	5	1	33	52	4	23
IGHV1-69	110	58	638	1451	469	1208
IGHV1-69-2	0	0	1	4	0	0
IGHV1-8	16	16	268	639	246	492
IGHV2-26	0	0	0	0	1	1
IGHV2-5	22	4	84	438	110	35
IGHV2-70	0	0	0	1	0	0
IGHV3-11	47	22	369	1019	242	614
IGHV3-13	1	15	102	85	23	135
IGHV3-15	305	17	989	2498	185	528
IGHV3-20	11	21	294	556	171	321
IGHV3-21	136	51	801	2689	553	945
IGHV3-23	285	82	1629	6553	644	1380
IGHV3-30	216	44	555	2342	355	1052
IGHV3-30-3	0	0	0	5	0	1
IGHV3-33	22	12	320	1006	160	511
IGHV3-43	7	4	18	153	13	67
IGHV3-47	0	0	0	0	0	0
IGHV3-48	95	90	980	2235	368	839
IGHV3-49	41	18	297	2308	142	366
IGHV3-52	0	0	0	0	0	1
IGHV3-53	60	13	207	420	61	181
IGHV3-64	7	35	181	227	19	93
IGHV3-66	14	11	203	558	57	235
IGHV3-7	181	58	1186	3812	533	977
IGHV3-71	0	0	0	2	0	0
IGHV3-72	2	8	71	432	19	347
IGHV3-73	11	14	75	264	38	130
IGHV3-74	89	72	315	1287	287	369
IGHV3-9	52	36	470	866	168	339
IGHV4-28	0	0	7	3	1	2
IGHV4-30-2	0	1	0	2	0	1
IGHV4-30-4	0	0	0	0	0	1
IGHV4-31	0	0	0	0	0	0
IGHV4-34	34	33	853	1180	353	791
IGHV4-38-2	51	63	739	1952	728	619
IGHV4-39	41	31	231	1850	451	484
IGHV4-4	13	49	332	765	303	977
IGHV4-55	0	0	0	0	0	0
IGHV4-59	86	125	852	2446	1506	1995
IGHV4-61	23	22	461	861	327	513
IGHV5-10-1	0	0	0	0	0	0
IGHV5-51	48	30	656	1339	318	435
IGHV6-1	8	26	261	571	160	150
IGHV7-4-1	0	0	0	0	0	0
