	IGHJ1	IGHJ2	IGHJ3	IGHJ4	IGHJ5	IGHJ6
IGHV1-18	159	28	926	3548	767	1540
IGHV1-2	88	40	850	1983	665	760
IGHV1-24	28	7	141	601	122	129
IGHV1-3	0	0	1	2	0	0
IGHV1-45	0	0	8	1	1	0
IGHV1-46	22	4	278	520	173	239
IGHV1-58	3	2	35	55	8	24
IGHV1-69	91	62	679	1444	415	1221
IGHV1-69-2	0	0	1	2	0	0
IGHV1-8	18	27	263	669	249	478
IGHV2-26	0	0	1	2	0	1
IGHV2-5	19	8	87	420	92	43
IGHV2-70	0	0	0	2	1	0
IGHV3-11	56	34	351	991	255	609
IGHV3-13	0	13	120	73	17	130
IGHV3-15	266	22	967	2359	208	551
IGHV3-20	13	18	281	534	176	329
IGHV3-21	133	35	824	2650	550	972
IGHV3-23	269	100	1510	6569	647	1280
IGHV3-30	218	39	512	2326	349	1112
IGHV3-30-3	0	0	0	3	0	1
IGHV3-33	17	15	304	1069	164	534
IGHV3-43	15	3	21	135	18	53
IGHV3-47	0	0	0	0	0	0
IGHV3-48	94	88	1000	2253	411	797
IGHV3-49	38	15	294	2196	116	376
IGHV3-52	0	0	0	0	0	0
IGHV3-53	65	10	198	426	63	158
IGHV3-64	18	38	148	286	18	104
IGHV3-66	13	15	251	553	83	209
IGHV3-7	192	72	1126	3693	578	979
IGHV3-71	0	0	0	7	0	0
IGHV3-72	2	2	73	397	10	327
IGHV3-73	12	8	61	276	44	133
IGHV3-74	85	55	314	1250	263	376
IGHV3-9	65	37	498	905	166	318
IGHV4-28	0	1	5	6	0	4
IGHV4-30-2	0	0	1	0	1	0
IGHV4-30-4	0	0	0	0	0	0
IGHV4-31	0	0	0	0	0	0
IGHV4-34	29	26	863	1229	360	814
IGHV4-38-2	71	60	694	2000	765	636
IGHV4-39	45	29	257	1841	463	524
IGHV4-4	8	58	337	726	292	1001
IGHV4-55	0	0	0	0	0	0
IGHV4-59	84	121	898	2507	1483	1934
IGHV4-61	22	27	455	862	342	516
IGHV5-10-1	0	0	0	0	0	1
IGHV5-51	64	24	647	1347	337	431
IGHV6-1	3	19	268	587	159	185
IGHV7-4-1	0	0	0	0	0	0
