	IGHJ1	IGHJ2	IGHJ3	IGHJ4	IGHJ5	IGHJ6
IGHV1-18	4	8	47	268	126	165
IGHV1-2	3	1	12	77	27	70
IGHV1-24	0	0	6	36	14	20
IGHV1-3	13	2	20	184	49	81
IGHV1-45	0	0	1	1	0	0
IGHV1-46	5	1	25	112	34	80
IGHV1-58	0	1	9	26	13	32
IGHV1-69	21	15	77	323	131	230
IGHV1-69-2	0	0	0	0	0	0
IGHV1-8	1	3	23	94	39	58
IGHV2-26	1	3	1	19	6	11
IGHV2-5	4	6	30	195	78	40
IGHV2-70	0	0	4	35	5	19
IGHV3-11	5	3	13	107	23	41
IGHV3-13	0	1	3	9	3	10
IGHV3-15	3	2	8	64	13	28
IGHV3-20	0	1	4	16	5	7
IGHV3-21	2	0	20	121	27	51
IGHV3-23	11	11	47	334	61	111
IGHV3-30	6	16	27	272	55	127
IGHV3-30-3	7	8	28	188	20	89
IGHV3-33	4	6	31	164	34	90
IGHV3-43	1	1	1	6	0	3
IGHV3-47	0	0	0	0	0	0
IGHV3-48	3	4	20	103	25	41
IGHV3-49	1	0	6	16	6	6
IGHV3-52	0	0	0	1	0	0
IGHV3-53	3	0	13	54	9	39
IGHV3-64	0	1	7	35	8	23
IGHV3-66	3	3	19	72	12	41
IGHV3-7	2	4	17	86	18	34
IGHV3-71	0	0	0	0	0	0
IGHV3-72	1	0	3	26	3	5
IGHV3-73	0	1	5	25	5	17
IGHV3-74	4	1	11	75	14	33
IGHV3-9	2	2	9	48	7	26
IGHV4-28	0	0	2	9	3	1
IGHV4-30-2	2	4	19	114	49	30
IGHV4-30-4	6	5	17	148	67	57
IGHV4-31	6	6	30	193	84	83
IGHV4-34	5	3	11	183	69	84
IGHV4-38-2	0	0	3	2	1	3
IGHV4-39	11	9	39	285	110	111
IGHV4-4	4	3	18	106	51	55
IGHV4-55	0	0	0	0	0	0
IGHV4-59	10	9	63	370	156	163
IGHV4-61	3	2	15	105	35	40
IGHV5-10-1	0	0	8	30	11	38
IGHV5-51	6	4	39	112	40	101
IGHV6-1	1	3	10	29	21	16
IGHV7-4-1	0	0	1	1	1	4
