	IGHJ1	IGHJ2	IGHJ3	IGHJ4	IGHJ5	IGHJ6
IGHV1-18	177	23	870	3550	734	1524
IGHV1-2	82	54	827	1890	601	754
IGHV1-24	43	5	170	611	95	143
IGHV1-3	0	0	1	1	0	0
IGHV1-45	0	0	8	0	0	0
IGHV1-46	19	0	271	513	154	190
IGHV1-58	3	2	46	59	10	20
IGHV1-69	83	67	638	1443	444	1245
IGHV1-69-2	0	0	2	4	0	0
IGHV1-8	19	19	294	609	255	518
IGHV2-26	0	0	0	1	0	2
IGHV2-5	19	4	76	396	92	45
IGHV2-70	0	0	0	3	0	0
IGHV3-11	44	36	375	991	270	573
IGHV3-13	1	14	94	84	19	147
IGHV3-15	284	19	953	2480	191	475
IGHV3-20	15	24	302	600	164	312
IGHV3-21	134	51	857	2649	540	971
IGHV3-23	283	89	1624	6457	635	1438
IGHV3-30	238	34	559	2330	328	1082
IGHV3-30-3	0	0	0	6	0	2
IGHV3-33	30	15	285	1008	124	531
IGHV3-43	12	2	17	136	19	63
IGHV3-47	0	0	0	0	0	0
IGHV3-48	92	89	1007	2283	441	755
IGHV3-49	32	13	261	2286	146	349
IGHV3-52	0	0	0	0	0	0
IGHV3-53	45	12	207	436	59	206
IGHV3-64	7	30	173	261	17	90
IGHV3-66	16	7	234	572	79	203
IGHV3-7	190	54	1079	3804	559	986
IGHV3-71	0	0	0	6	0	0
IGHV3-72	0	1	77	402	11	285
IGHV3-73	10	15	57	256	39	134
IGHV3-74	82	60	305	1227	302	380
IGHV3-9	74	43	472	938	159	340
IGHV4-28	0	0	1	7	1	5
IGHV4-30-2	0	1	1	2	0	1
IGHV4-30-4	0	0	0	1	0	0
IGHV4-31	0	0	0	0	0	0
IGHV4-34	41	33	895	1186	358	767
IGHV4-38-2	72	63	792	2084	737	630
IGHV4-39	37	31	210	1850	469	467
IGHV4-4	8	51	312	755	313	991
IGHV4-55	0	0	0	0	0	0
IGHV4-59	81	128	914	2468	1490	2012
IGHV4-61	21	25	467	875	324	598
IGHV5-10-1	0	0	0	1	0	0
IGHV5-51	45	19	645	1362	290	386
IGHV6-1	5	21	265	551	164	172
IGHV7-4-1	0	0	0	0	0	0
