	IGHJ1	IGHJ2	IGHJ3	IGHJ4	IGHJ5	IGHJ6
IGHV1-18	280	16	342	2116	1024	1729
IGHV1-2	118	45	515	2185	729	1224
IGHV1-24	38	9	179	2806	884	518
IGHV1-3	3	2	42	225	88	145
IGHV1-45	0	0	7	2	2	0
IGHV1-46	13	7	63	410	100	215
IGHV1-58	3	5	38	124	36	120
IGHV1-69	60	32	607	1836	780	2097
IGHV1-69-2	0	0	0	1	1	0
IGHV1-8	11	5	76	292	168	625
IGHV2-26	0	1	0	0	2	0
IGHV2-5	57	1	57	136	105	63
IGHV2-70	0	0	4	15	7	20
IGHV3-11	36	89	333	1455	340	1024
IGHV3-13	2	16	36	106	31	190
IGHV3-15	61	23	193	1350	177	1108
IGHV3-20	2	0	85	73	34	100
IGHV3-21	71	82	996	2671	444	2125
IGHV3-23	308	124	1867	4556	810	2723
IGHV3-30	169	40	1233	4696	1049	4344
IGHV3-30-3	2	3	54	162	47	76
IGHV3-33	39	39	418	1743	254	1005
IGHV3-43	0	0	9	85	4	72
IGHV3-47	0	0	0	0	0	0
IGHV3-48	84	45	518	2075	649	1552
IGHV3-49	12	6	122	546	88	618
IGHV3-52	0	0	0	1	1	1
IGHV3-53	20	41	355	507	115	518
IGHV3-64	1	2	25	66	11	72
IGHV3-66	1	1	21	55	12	30
IGHV3-7	52	56	368	1993	456	1876
IGHV3-71	0	0	0	2	0	0
IGHV3-72	2	28	25	86	32	52
IGHV3-73	14	7	91	322	47	189
IGHV3-74	11	30	226	689	160	525
IGHV3-9	82	47	202	636	98	922
IGHV4-28	0	3	1	0	0	0
IGHV4-30-2	5	16	168	229	80	49
IGHV4-30-4	1	2	2	30	12	7
IGHV4-31	15	33	112	307	214	304
IGHV4-34	36	246	199	1373	803	1314
IGHV4-38-2	7	6	75	372	155	191
IGHV4-39	18	20	113	1039	519	431
IGHV4-4	31	25	122	663	295	485
IGHV4-55	0	0	0	0	0	0
IGHV4-59	20	72	294	1518	958	1558
IGHV4-61	17	9	72	465	197	536
IGHV5-10-1	1	1	30	94	52	138
IGHV5-51	40	15	355	892	308	851
IGHV6-1	0	5	67	203	155	198
IGHV7-4-1	22	2	41	285	83	171
