	IGHJ1	IGHJ2	IGHJ3	IGHJ4	IGHJ5	IGHJ6
IGHV1-18	64	34	737	2394	576	1008
IGHV1-2	58	16	552	1727	494	839
IGHV1-24	22	8	251	559	96	396
IGHV1-3	12	0	81	172	44	98
IGHV1-45	0	0	0	1	0	2
IGHV1-46	16	2	169	395	69	226
IGHV1-58	6	4	48	85	22	115
IGHV1-69	83	28	758	1456	532	1631
IGHV1-69-2	0	0	0	0	0	0
IGHV1-8	13	8	192	452	222	520
IGHV2-26	0	0	0	0	0	1
IGHV2-5	10	3	69	305	104	31
IGHV2-70	0	1	13	17	8	10
IGHV3-11	47	43	567	1390	249	694
IGHV3-13	4	11	91	159	35	88
IGHV3-15	53	17	741	1674	294	697
IGHV3-20	0	1	8	11	4	5
IGHV3-21	95	82	1197	2545	468	1136
IGHV3-23	362	191	2393	8572	1236	2105
IGHV3-30	165	48	572	3082	349	1587
IGHV3-30-3	174	80	1359	4370	442	1693
IGHV3-33	63	23	607	2098	223	828
IGHV3-43	2	4	48	196	22	114
IGHV3-47	0	0	0	0	0	0
IGHV3-48	79	68	776	2009	433	1026
IGHV3-49	12	7	215	594	59	230
IGHV3-52	0	0	0	1	0	0
IGHV3-53	46	42	624	1193	137	684
IGHV3-64	1	6	36	42	7	28
IGHV3-66	4	0	19	49	6	13
IGHV3-7	57	81	910	2916	424	1047
IGHV3-71	0	0	0	0	0	0
IGHV3-72	0	2	53	148	9	49
IGHV3-73	10	4	48	123	65	47
IGHV3-74	25	12	267	925	235	404
IGHV3-9	17	45	319	746	107	346
IGHV4-28	0	2	2	1	2	8
IGHV4-30-2	5	7	103	225	101	66
IGHV4-30-4	13	2	83	360	107	161
IGHV4-31	31	23	348	809	318	314
IGHV4-34	31	40	167	664	289	562
IGHV4-38-2	3	1	13	39	13	18
IGHV4-39	40	44	474	1670	657	546
IGHV4-4	17	30	213	623	314	414
IGHV4-55	0	0	0	0	0	0
IGHV4-59	36	90	578	1343	670	997
IGHV4-61	11	24	194	490	233	297
IGHV5-10-1	8	0	78	102	50	118
IGHV5-51	39	14	790	966	294	489
IGHV6-1	2	0	190	337	153	258
IGHV7-4-1	0	0	3	1	3	3
