	IGHJ1	IGHJ2	IGHJ3	IGHJ4	IGHJ5	IGHJ6
IGHV1-18	75	29	782	2276	573	993
IGHV1-2	50	29	615	1768	489	845
IGHV1-24	26	8	218	627	111	454
IGHV1-3	7	0	70	168	63	88
IGHV1-45	0	0	0	0	0	1
IGHV1-46	16	4	195	332	64	223
IGHV1-58	5	1	44	90	22	115
IGHV1-69	72	47	722	1438	543	1614
IGHV1-69-2	0	0	0	0	0	0
IGHV1-8	10	6	227	410	215	515
IGHV2-26	0	0	2	0	0	1
IGHV2-5	9	1	76	299	142	34
IGHV2-70	0	0	12	32	9	2
IGHV3-11	45	61	583	1392	243	687
IGHV3-13	5	11	85	141	40	85
IGHV3-15	53	13	705	1694	299	652
IGHV3-20	0	1	7	8	4	7
IGHV3-21	90	42	1152	2507	432	1108
IGHV3-23	348	173	2316	8467	1255	2116
IGHV3-30	167	40	591	3010	359	1590
IGHV3-30-3	154	93	1325	4496	477	1675
IGHV3-33	53	11	620	2038	232	814
IGHV3-43	4	1	59	215	24	101
IGHV3-47	0	0	0	0	0	0
IGHV3-48	91	77	785	2137	427	1003
IGHV3-49	8	1	216	536	73	252
IGHV3-52	0	0	0	0	0	1
IGHV3-53	39	53	628	1249	157	687
IGHV3-64	1	7	39	34	6	21
IGHV3-66	2	0	15	35	4	18
IGHV3-7	61	90	851	2879	477	1068
IGHV3-71	0	0	0	0	0	0
IGHV3-72	0	6	41	175	11	52
IGHV3-73	5	1	57	114	55	78
IGHV3-74	23	13	245	912	220	390
IGHV3-9	12	49	348	782	101	358
IGHV4-28	0	2	2	0	0	3
IGHV4-30-2	5	2	115	227	111	83
IGHV4-30-4	15	3	66	368	108	175
IGHV4-31	38	27	371	794	294	319
IGHV4-34	42	46	141	700	315	597
IGHV4-38-2	0	1	11	56	14	11
IGHV4-39	30	56	513	1616	710	517
IGHV4-4	17	25	216	656	297	421
IGHV4-55	0	0	0	0	0	0
IGHV4-59	25	100	538	1443	656	980
IGHV4-61	14	26	225	484	236	270
IGHV5-10-1	11	3	85	94	49	131
IGHV5-51	36	19	781	995	270	459
IGHV6-1	1	2	197	334	145	282
IGHV7-4-1	0	0	2	0	0	5
