	IGHJ1	IGHJ2	IGHJ3	IGHJ4	IGHJ5	IGHJ6
IGHV1-18	134	9	473	2767	744	1319
IGHV1-2	143	76	379	2592	791	1199
IGHV1-24	24	11	132	648	106	208
IGHV1-3	14	1	43	360	86	95
IGHV1-45	0	0	1	1	0	0
IGHV1-46	28	7	110	695	184	297
IGHV1-58	7	0	408	117	22	170
IGHV1-69	75	24	380	1537	595	1102
IGHV1-69-2	0	0	0	0	0	0
IGHV1-8	43	111	183	989	325	853
IGHV2-26	0	0	0	4	0	0
IGHV2-5	19	12	116	641	233	51
IGHV2-70	2	0	2	41	12	19
IGHV3-11	90	63	434	2054	296	777
IGHV3-13	5	104	326	259	47	195
IGHV3-15	40	80	273	1411	212	974
IGHV3-20	32	6	87	551	51	194
IGHV3-21	78	56	555	2369	497	1310
IGHV3-23	189	95	872	4061	586	1007
IGHV3-30	231	53	698	4708	599	2410
IGHV3-30-3	79	52	501	2938	383	1408
IGHV3-33	32	6	291	766	94	402
IGHV3-43	22	0	18	280	7	209
IGHV3-47	0	0	0	0	0	0
IGHV3-48	83	66	455	1891	262	981
IGHV3-49	10	1	124	507	178	155
IGHV3-52	0	0	0	3	0	1
IGHV3-53	37	46	304	1116	156	665
IGHV3-64	0	0	4	18	0	7
IGHV3-66	1	0	4	53	6	21
IGHV3-7	106	116	673	3025	482	1440
IGHV3-71	0	0	0	0	2	0
IGHV3-72	7	1	12	114	16	19
IGHV3-73	3	15	31	260	36	139
IGHV3-74	24	24	162	964	212	347
IGHV3-9	103	78	676	1647	387	1033
IGHV4-28	0	0	19	4	1	0
IGHV4-30-2	1	9	60	239	97	32
IGHV4-30-4	15	19	156	1004	399	251
IGHV4-31	9	22	68	311	210	104
IGHV4-34	53	107	215	2039	521	789
IGHV4-38-2	36	19	102	603	251	138
IGHV4-39	112	143	381	2264	984	611
IGHV4-4	21	13	125	817	319	354
IGHV4-55	0	0	0	0	0	0
IGHV4-59	70	41	298	1079	571	499
IGHV4-61	15	8	98	563	218	231
IGHV5-10-1	1	0	3	2	0	5
IGHV5-51	33	45	586	1095	319	482
IGHV6-1	23	38	229	585	150	277
IGHV7-4-1	16	5	63	399	146	258
