	IGHJ1	IGHJ2	IGHJ3	IGHJ4	IGHJ5	IGHJ6
IGHV1-18	80	20	355	1500	456	921
IGHV1-2	49	18	287	1986	432	974
IGHV1-24	12	11	176	425	94	242
IGHV1-3	3	0	10	335	89	56
IGHV1-45	0	0	0	0	4	0
IGHV1-46	20	0	102	577	76	341
IGHV1-58	4	2	10	23	7	55
IGHV1-69	56	23	267	799	296	981
IGHV1-69-2	0	0	0	0	0	0
IGHV1-8	9	7	128	301	219	902
IGHV2-26	0	0	0	0	0	0
IGHV2-5	23	21	56	506	123	213
IGHV2-70	0	0	1	58	15	20
IGHV3-11	34	76	254	1251	210	505
IGHV3-13	14	108	37	143	56	67
IGHV3-15	65	59	263	2493	207	759
IGHV3-20	4	5	58	109	11	27
IGHV3-21	59	23	347	1671	238	953
IGHV3-23	331	200	1325	6904	1187	1741
IGHV3-30	307	70	621	4251	816	2530
IGHV3-30-3	428	48	599	3156	662	1577
IGHV3-33	92	50	411	3418	533	1243
IGHV3-43	5	0	11	170	3	60
IGHV3-47	0	0	0	0	0	0
IGHV3-48	55	46	376	1881	325	808
IGHV3-49	13	4	56	503	98	176
IGHV3-52	0	0	0	0	0	0
IGHV3-53	30	31	222	759	122	772
IGHV3-64	3	1	99	132	17	90
IGHV3-66	30	62	160	804	82	549
IGHV3-7	128	87	803	3316	564	1274
IGHV3-71	0	0	0	1	0	0
IGHV3-72	2	5	40	110	6	59
IGHV3-73	15	11	45	357	62	133
IGHV3-74	30	19	221	1031	304	626
IGHV3-9	68	37	714	1028	148	585
IGHV4-28	0	0	2	0	1	0
IGHV4-30-2	6	3	111	161	91	62
IGHV4-30-4	9	27	211	755	451	179
IGHV4-31	18	21	135	905	247	409
IGHV4-34	88	37	106	881	251	459
IGHV4-38-2	0	0	8	19	7	9
IGHV4-39	74	393	370	1704	714	568
IGHV4-4	23	38	149	862	276	391
IGHV4-55	0	0	0	1	0	0
IGHV4-59	85	122	667	2880	1042	932
IGHV4-61	43	60	120	447	249	339
IGHV5-10-1	1	0	0	8	2	8
IGHV5-51	18	72	370	1662	233	652
IGHV6-1	12	44	139	347	82	351
IGHV7-4-1	0	0	2	5	6	2
