	IGHJ1	IGHJ2	IGHJ3	IGHJ4	IGHJ5	IGHJ6
IGHV1-18	157	31	937	3516	758	1508
IGHV1-2	105	47	899	1901	568	693
IGHV1-24	36	3	144	599	106	129
IGHV1-3	0	0	0	1	0	0
IGHV1-45	0	0	2	0	1	0
IGHV1-46	22	1	251	544	157	199
IGHV1-58	4	2	29	49	5	20
IGHV1-69	80	71	676	1476	493	1281
IGHV1-69-2	0	0	0	1	0	0
IGHV1-8	11	18	275	603	247	529
IGHV2-26	0	0	2	0	1	2
IGHV2-5	24	9	96	431	111	46
IGHV2-70	0	0	0	0	1	0
IGHV3-11	51	24	395	998	282	645
IGHV3-13	0	22	106	76	12	126
IGHV3-15	249	22	961	2337	177	557
IGHV3-20	12	22	254	560	182	343
IGHV3-21	143	46	837	2827	528	968
IGHV3-23	247	90	1594	6515	638	1386
IGHV3-30	235	35	565	2326	321	1077
IGHV3-30-3	0	0	1	4	0	1
IGHV3-33	23	14	308	1003	143	538
IGHV3-43	8	5	28	166	16	69
IGHV3-47	0	0	0	0	0	0
IGHV3-48	99	89	1010	2241	400	774
IGHV3-49	36	21	281	2333	142	354
IGHV3-52	1	0	0	0	0	1
IGHV3-53	73	17	202	443	54	188
IGHV3-64	11	25	154	250	24	97
IGHV3-66	13	15	236	528	75	216
IGHV3-7	186	57	1124	3725	576	972
IGHV3-71	0	0	0	3	0	0
IGHV3-72	1	4	74	392	13	279
IGHV3-73	8	12	93	272	42	148
IGHV3-74	82	62	297	1261	277	377
IGHV3-9	63	44	451	959	163	289
IGHV4-28	0	0	9	11	0	3
IGHV4-30-2	0	0	2	2	0	0
IGHV4-30-4	0	0	0	1	0	3
IGHV4-31	0	0	0	0	1	0
IGHV4-34	43	34	897	1193	319	749
IGHV4-38-2	92	70	739	1984	685	615
IGHV4-39	46	32	249	1819	461	468
IGHV4-4	15	46	322	765	332	976
IGHV4-55	0	0	0	0	0	0
IGHV4-59	81	140	876	2463	1422	2089
IGHV4-61	14	24	475	827	312	568
IGHV5-10-1	0	0	0	0	0	0
IGHV5-51	47	29	605	1357	327	437
IGHV6-1	5	16	241	577	163	187
IGHV7-4-1	0	0	0	0	0	0
