	IGHJ1	IGHJ2	IGHJ3	IGHJ4	IGHJ5	IGHJ6
IGHV1-18	57	24	722	2301	537	1044
IGHV1-2	50	23	504	1831	492	828
IGHV1-24	22	3	224	564	139	437
IGHV1-3	7	0	75	178	65	86
IGHV1-45	0	0	0	0	0	0
IGHV1-46	8	6	178	333	71	218
IGHV1-58	8	1	54	101	17	114
IGHV1-69	67	27	732	1476	499	1574
IGHV1-69-2	0	0	0	0	0	0
IGHV1-8	18	8	215	402	224	529
IGHV2-26	0	0	2	0	0	2
IGHV2-5	5	4	92	301	133	30
IGHV2-70	0	1	12	21	11	6
IGHV3-11	36	58	569	1475	242	696
IGHV3-13	1	11	83	127	33	95
IGHV3-15	54	11	700	1677	313	679
IGHV3-20	0	0	5	10	2	9
IGHV3-21	86	56	1150	2547	425	1083
IGHV3-23	377	190	2390	8539	1227	2037
IGHV3-30	199	34	586	3008	417	1533
IGHV3-30-3	152	85	1397	4529	448	1656
IGHV3-33	52	23	628	2041	240	789
IGHV3-43	2	2	32	236	27	117
IGHV3-47	0	0	0	0	0	0
IGHV3-48	63	67	778	2141	445	984
IGHV3-49	8	4	221	564	65	225
IGHV3-52	0	0	0	3	0	3
IGHV3-53	38	41	624	1173	165	670
IGHV3-64	1	6	35	49	4	21
IGHV3-66	1	2	18	49	2	13
IGHV3-7	52	74	950	2914	464	1062
IGHV3-71	0	0	0	0	0	0
IGHV3-72	1	4	33	155	17	46
IGHV3-73	16	3	55	123	45	85
IGHV3-74	14	9	249	860	219	436
IGHV3-9	16	37	366	738	114	379
IGHV4-28	0	1	1	0	2	6
IGHV4-30-2	6	7	100	206	103	68
IGHV4-30-4	16	8	83	386	113	178
IGHV4-31	38	28	372	793	295	342
IGHV4-34	33	38	144	706	311	537
IGHV4-38-2	0	1	12	30	11	15
IGHV4-39	37	38	537	1624	663	530
IGHV4-4	19	34	239	631	330	395
IGHV4-55	0	0	0	0	0	0
IGHV4-59	36	89	585	1357	656	977
IGHV4-61	16	21	217	425	260	295
IGHV5-10-1	3	1	93	97	44	145
IGHV5-51	39	19	825	962	313	521
IGHV6-1	4	0	185	375	142	270
IGHV7-4-1	0	0	0	0	2	1
