	IGHJ1	IGHJ2	IGHJ3	IGHJ4	IGHJ5	IGHJ6
IGHV1-18	148	17	476	2701	664	1311
IGHV1-2	129	70	430	2436	747	1198
IGHV1-24	22	9	136	560	104	210
IGHV1-3	18	1	35	345	88	115
IGHV1-45	0	0	4	0	0	0
IGHV1-46	30	14	108	728	172	330
IGHV1-58	5	1	389	121	17	143
IGHV1-69	84	21	362	1506	600	1115
IGHV1-69-2	0	0	0	0	0	0
IGHV1-8	53	114	235	1028	276	895
IGHV2-26	0	0	0	3	0	0
IGHV2-5	16	7	139	612	233	57
IGHV2-70	0	0	5	44	23	20
IGHV3-11	86	63	365	2008	283	760
IGHV3-13	5	103	294	249	50	228
IGHV3-15	48	81	257	1393	188	983
IGHV3-20	15	4	90	586	35	176
IGHV3-21	79	46	563	2596	461	1303
IGHV3-23	208	79	888	4203	607	1045
IGHV3-30	219	51	678	4631	641	2381
IGHV3-30-3	83	43	525	3028	384	1412
IGHV3-33	29	9	273	788	112	369
IGHV3-43	20	1	21	268	18	231
IGHV3-47	0	0	0	0	0	0
IGHV3-48	94	85	398	1964	260	962
IGHV3-49	8	0	151	492	175	181
IGHV3-52	0	0	0	4	4	1
IGHV3-53	24	48	344	1168	155	654
IGHV3-64	0	1	4	22	0	9
IGHV3-66	2	0	9	65	7	29
IGHV3-7	111	144	702	3112	478	1416
IGHV3-71	0	0	0	0	0	0
IGHV3-72	8	1	10	84	13	27
IGHV3-73	1	9	38	222	32	154
IGHV3-74	24	30	147	985	205	315
IGHV3-9	100	61	671	1649	390	1035
IGHV4-28	0	1	24	2	0	0
IGHV4-30-2	0	9	56	217	96	40
IGHV4-30-4	26	18	171	949	405	216
IGHV4-31	13	24	77	289	233	106
IGHV4-34	47	105	178	2011	504	760
IGHV4-38-2	48	31	99	582	243	120
IGHV4-39	118	112	396	2175	872	659
IGHV4-4	17	14	134	776	335	337
IGHV4-55	0	0	0	0	0	0
IGHV4-59	68	44	289	1157	596	482
IGHV4-61	26	8	106	583	210	229
IGHV5-10-1	1	0	3	5	1	4
IGHV5-51	26	51	646	1149	355	511
IGHV6-1	13	35	237	565	173	258
IGHV7-4-1	18	6	79	433	146	225
