	IGHJ1	IGHJ2	IGHJ3	IGHJ4	IGHJ5	IGHJ6
IGHV1-18	90	21	340	1539	450	1007
IGHV1-2	30	20	256	1939	449	1011
IGHV1-24	18	6	175	442	91	233
IGHV1-3	3	0	9	336	87	66
IGHV1-45	0	0	0	1	0	0
IGHV1-46	24	4	99	634	78	321
IGHV1-58	3	1	6	23	9	54
IGHV1-69	40	23	277	729	289	966
IGHV1-69-2	0	0	0	0	0	0
IGHV1-8	13	13	109	328	201	950
IGHV2-26	0	0	0	1	0	0
IGHV2-5	26	25	58	484	140	225
IGHV2-70	2	0	1	46	11	24
IGHV3-11	34	78	250	1196	175	446
IGHV3-13	7	93	52	134	51	70
IGHV3-15	65	59	284	2493	209	725
IGHV3-20	3	0	65	89	17	36
IGHV3-21	63	39	338	1596	250	944
IGHV3-23	347	201	1341	7041	1166	1892
IGHV3-30	312	65	659	4299	823	2549
IGHV3-30-3	424	53	546	3185	677	1625
IGHV3-33	71	66	429	3313	502	1171
IGHV3-43	4	3	10	144	12	61
IGHV3-47	0	0	0	0	0	0
IGHV3-48	42	60	402	1851	346	815
IGHV3-49	7	4	63	490	112	175
IGHV3-52	0	0	0	1	0	0
IGHV3-53	25	33	224	824	150	753
IGHV3-64	0	3	87	145	16	87
IGHV3-66	23	65	164	859	99	494
IGHV3-7	132	80	764	3344	548	1272
IGHV3-71	0	0	0	0	0	0
IGHV3-72	2	5	30	117	7	48
IGHV3-73	19	15	48	322	55	135
IGHV3-74	36	19	206	1003	280	619
IGHV3-9	66	32	680	1074	155	601
IGHV4-28	0	0	1	0	0	0
IGHV4-30-2	6	0	91	160	85	70
IGHV4-30-4	17	29	186	698	389	174
IGHV4-31	23	27	131	881	272	397
IGHV4-34	96	59	124	832	250	408
IGHV4-38-2	1	0	6	11	5	3
IGHV4-39	64	427	383	1750	695	585
IGHV4-4	22	41	183	842	303	406
IGHV4-55	0	0	0	0	0	0
IGHV4-59	78	116	686	2862	995	1022
IGHV4-61	32	70	132	476	248	364
IGHV5-10-1	0	0	0	2	2	3
IGHV5-51	14	52	362	1676	237	669
IGHV6-1	6	42	112	337	91	320
IGHV7-4-1	1	0	1	11	2	5
