	IGHJ1	IGHJ2	IGHJ3	IGHJ4	IGHJ5	IGHJ6
IGHV1-18	79	37	742	2369	600	1059
IGHV1-2	58	26	597	1736	480	810
IGHV1-24	20	7	211	621	106	415
IGHV1-3	4	0	67	189	49	108
IGHV1-45	0	0	0	1	0	1
IGHV1-46	17	3	165	365	60	198
IGHV1-58	10	5	56	102	26	120
IGHV1-69	83	32	753	1451	519	1570
IGHV1-69-2	0	0	0	0	0	0
IGHV1-8	15	8	205	407	252	539
IGHV2-26	0	0	0	0	0	2
IGHV2-5	12	6	65	283	111	36
IGHV2-70	0	0	10	23	2	2
IGHV3-11	52	64	593	1388	217	750
IGHV3-13	5	9	94	160	36	98
IGHV3-15	41	9	711	1673	289	700
IGHV3-20	0	0	7	13	3	9
IGHV3-21	91	60	1181	2607	425	1160
IGHV3-23	342	207	2362	8452	1163	1937
IGHV3-30	171	39	575	3032	361	1572
IGHV3-30-3	171	79	1386	4369	513	1613
IGHV3-33	57	17	608	2032	220	837
IGHV3-43	6	0	48	209	31	95
IGHV3-47	0	0	0	0	0	0
IGHV3-48	100	60	814	2134	438	1005
IGHV3-49	7	7	246	563	54	240
IGHV3-52	0	0	0	3	0	1
IGHV3-53	31	54	638	1187	135	730
IGHV3-64	0	5	36	43	7	16
IGHV3-66	2	1	15	45	6	18
IGHV3-7	55	78	897	2839	471	1064
IGHV3-71	0	0	0	0	0	1
IGHV3-72	1	4	42	149	15	41
IGHV3-73	6	5	48	127	55	66
IGHV3-74	19	19	254	811	221	422
IGHV3-9	10	41	334	766	96	393
IGHV4-28	0	0	0	0	2	5
IGHV4-30-2	2	2	104	198	68	68
IGHV4-30-4	9	8	87	383	93	160
IGHV4-31	42	29	367	839	329	308
IGHV4-34	31	34	149	694	319	536
IGHV4-38-2	2	0	10	51	17	13
IGHV4-39	29	33	520	1720	702	562
IGHV4-4	16	22	222	625	326	387
IGHV4-55	0	0	0	0	0	0
IGHV4-59	33	99	594	1377	646	1014
IGHV4-61	18	43	206	466	261	272
IGHV5-10-1	9	2	93	107	50	124
IGHV5-51	32	22	779	1046	271	500
IGHV6-1	3	1	192	338	157	271
IGHV7-4-1	0	0	2	0	0	4
