	IGHJ1	IGHJ2	IGHJ3	IGHJ4	IGHJ5	IGHJ6
IGHV1-18	173	30	870	3623	732	1509
IGHV1-2	88	58	886	1938	640	803
IGHV1-24	27	5	158	618	114	122
IGHV1-3	0	0	6	1	0	0
IGHV1-45	0	0	1	0	0	0
IGHV1-46	21	6	257	485	181	181
IGHV1-58	2	2	41	46	6	26
IGHV1-69	93	70	639	1429	429	1197
IGHV1-69-2	0	0	2	0	0	0
IGHV1-8	14	16	325	602	239	486
IGHV2-26	0	0	1	0	2	0
IGHV2-5	21	9	83	426	126	36
IGHV2-70	0	0	0	1	0	0
IGHV3-11	51	31	359	1005	299	581
IGHV3-13	3	21	136	98	17	131
IGHV3-15	279	22	950	2330	195	551
IGHV3-20	14	15	281	585	160	334
IGHV3-21	137	57	828	2614	520	1008
IGHV3-23	282	92	1576	6629	604	1343
IGHV3-30	207	26	575	2376	346	1090
IGHV3-30-3	0	0	0	4	0	0
IGHV3-33	30	8	309	974	143	515
IGHV3-43	7	0	13	134	11	61
IGHV3-47	0	0	0	0	0	0
IGHV3-48	78	101	1019	2284	388	831
IGHV3-49	39	14	308	2301	110	325
IGHV3-52	1	0	0	3	0	0
IGHV3-53	65	14	166	389	62	199
IGHV3-64	10	28	156	232	21	111
IGHV3-66	13	16	239	577	81	235
IGHV3-7	207	80	1124	3741	562	1003
IGHV3-71	0	0	0	7	0	0
IGHV3-72	2	1	95	404	6	311
IGHV3-73	6	13	71	276	35	133
IGHV3-74	77	60	324	1310	252	371
IGHV3-9	52	43	466	891	159	336
IGHV4-28	0	0	5	7	0	2
IGHV4-30-2	0	0	0	2	0	1
IGHV4-30-4	0	0	0	1	0	1
IGHV4-31	0	0	0	0	2	0
IGHV4-34	43	25	903	1187	359	765
IGHV4-38-2	64	56	708	1995	757	608
IGHV4-39	38	40	239	1939	444	459
IGHV4-4	15	60	302	766	310	1003
IGHV4-55	0	0	0	0	0	0
IGHV4-59	90	146	912	2445	1405	1987
IGHV4-61	24	25	430	821	312	593
IGHV5-10-1	0	0	0	0	0	1
IGHV5-51	45	26	608	1369	308	434
IGHV6-1	5	17	275	573	174	166
IGHV7-4-1	0	0	0	0	0	0
