	IGHJ1	IGHJ2	IGHJ3	IGHJ4	IGHJ5	IGHJ6
IGHV1-18	88	21	361	1475	500	1017
IGHV1-2	37	21	247	1917	452	967
IGHV1-24	14	16	168	452	93	218
IGHV1-3	2	1	12	313	85	76
IGHV1-45	0	0	2	1	0	0
IGHV1-46	16	2	90	591	70	351
IGHV1-58	0	1	19	24	7	52
IGHV1-69	36	21	270	736	296	923
IGHV1-69-2	0	0	0	0	0	0
IGHV1-8	21	5	106	343	238	910
IGHV2-26	0	0	0	0	0	0
IGHV2-5	28	19	62	486	162	198
IGHV2-70	0	1	5	52	3	30
IGHV3-11	38	72	240	1187	221	423
IGHV3-13	15	104	42	169	53	79
IGHV3-15	69	59	291	2461	231	720
IGHV3-20	4	1	64	99	10	30
IGHV3-21	49	25	336	1751	266	1014
IGHV3-23	321	190	1287	7177	1168	1815
IGHV3-30	320	78	621	4134	868	2589
IGHV3-30-3	431	67	578	3258	653	1648
IGHV3-33	66	55	375	3261	523	1168
IGHV3-43	1	0	14	161	6	55
IGHV3-47	0	0	0	0	0	0
IGHV3-48	45	52	388	1964	319	837
IGHV3-49	9	6	82	454	116	197
IGHV3-52	0	0	0	0	0	0
IGHV3-53	23	27	236	732	139	761
IGHV3-64	4	3	91	148	17	86
IGHV3-66	32	62	154	801	77	528
IGHV3-7	129	72	728	3347	553	1248
IGHV3-71	0	0	0	1	0	0
IGHV3-72	1	7	31	119	5	45
IGHV3-73	22	6	46	360	64	134
IGHV3-74	44	19	188	1023	293	604
IGHV3-9	60	26	725	1032	154	567
IGHV4-28	0	0	0	2	0	0
IGHV4-30-2	5	0	107	187	99	66
IGHV4-30-4	11	47	234	743	376	163
IGHV4-31	21	28	138	965	273	393
IGHV4-34	88	38	90	862	261	445
IGHV4-38-2	0	0	7	20	7	10
IGHV4-39	84	437	356	1694	716	535
IGHV4-4	13	30	182	904	267	430
IGHV4-55	0	0	0	0	0	0
IGHV4-59	62	99	628	2791	1010	979
IGHV4-61	28	56	121	495	261	359
IGHV5-10-1	1	0	0	4	2	13
IGHV5-51	20	60	392	1611	267	660
IGHV6-1	5	33	130	305	97	375
IGHV7-4-1	0	0	2	9	3	4
